,id,lastpage,seed,age,gender,gender[other],colorVision,experiencePacman,experienceAI,experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],randVideoSeed,randnumber,retrospectionClicks2,Intention2,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],RetrospectionConf2[predictConf1],RetrospectionExpl2,retrospectionClicks3,Intention3,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],RetrospectionConf3[predictConf1],RetrospectionExpl3,retrospectionClicks1,Intention1,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],RetrospectionConf1[predictConf1],RetrospectionExpl1,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],explSatisfaction1[5],explSatisfaction1[6],comment1,videoClicks2A,videoClicks2B,trustBool2,trustConfidence2[confidence1],trustExpl2,videoClicks3A,videoClicks3B,trustBool3,trustConfidence3[confidence1],trustExpl3,videoClicks1A,videoClicks1B,trustBool1,trustConfidence1[confidence1],trustExpl1,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],explSatisfaction2[5],explSatisfaction2[6],comment2,bonus,code,interviewtime,demographicsTime,retro2Time,retro3Time,retro1Time,trust2Time,trust3Time,trust1Time,retrospection1Points,retrospection1Goal,retrospection2Points,retrospection2Goal,retrospection3Points,retrospection3Goal,trust1correct,trust2correct,trust3correct
102,251,17,275354404,2.0,1.0,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0,6.0,2,1,2.0,The strategy is using the tunnels on either side in order to avoid ghosts.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Pacman appeared to use the tunnels on multiple occasions.,1.0,The strategy is to keep switching directions quickly.,1.0,0.0,1.0,1.0,0.0,0.0,2.0,It looked like pacman kept switching directions in the video.,8.0,The strategy is to find the power pills and to turn the ghosts blue.,1.0,0.0,1.0,0.0,1.0,0.0,5.0,These are the objects that I saw most commonly in the video.,2.0,1.0,4.0,2.0,,,"The videos were cut up and the clips themselves were very short, and made it very difficult to analyze any strategy.",2.0,1.0,1.0,6.0,Player A seems to have a better grasp on how to utilize tunnels as well as power pills to excel at the game.,1.0,2.0,2.0,5.0,Player B just seems like the better player. Player B is able to move around the map quickly and seems highly effective at eating the normal pills as well as power pills.,1.0,1.0,2.0,6.0,Player B has a better reaction time and with the constant switching will be able to get out of tough situations with the ghosts.,3.0,2.0,4.0,3.0,,,N/a,40.0,138da22d9,752.76,44.72,68.84,54.07,122.6,69.47,56.73,53.26,1.0,1.0,1.0,0.0,1.5,1.0,1,1,0
103,252,17,1646779043,3.0,1.0,,0.0,4.0,0.0,,,,,,,3.0,9,2,1.0,In this video the player strategy is very good because he had ate many pills and also the ghost was eaten by the agent. This will leads the player to get more points in the game.,0.0,1.0,0.0,1.0,1.0,0.0,7.0,In this video the agent was played very well hence i came to this selection.,1.0,In this video i think that the agent did not played well and he did not ate many pills but eaten by the ghost several times. This will leads to decrease the player points and will loose the game.,0.0,1.0,0.0,1.0,1.0,0.0,6.0,In this video i clearly reviewed that the agent was not played very well  so that is why i came to this selection.,3.0,An AI agent played this game quickly and securely by escaping from all the ghosts by the way of smart move. This increase the player points as high.,1.0,1.0,0.0,0.0,1.0,0.0,6.0,In this game the most important is to eat the pills will increase the player points that will useful for the game and also the player in the video had played very well.,5.0,4.0,2.0,5.0,,,no,2.0,1.0,1.0,7.0,"In this video player A was played very well because, more number of ghosts were eaten by the pacman that will increase the points higher than when eating the pills.",4.0,3.0,1.0,6.0,Because player A was played in good manner and the technique was good to play this game.,1.0,1.0,2.0,6.0,In this video player B was played very well and eaten many ghost as possible that leads the player to get high points.,5.0,4.0,1.0,4.0,,,no,50.0,74aa22da,1823.68,22.1,218.54,282.1,574.72,195.17,147.51,117.26,-1.0,0.0,0.0,1.0,1.5,1.0,1,1,1
104,253,17,1913892039,3.0,1.0,,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6.0,1,1,1.0,Prioritizes getting the regular pills and staying away from the ghosts,1.0,1.0,0.0,0.0,0.0,0.0,4.0,"He doesn't come near the ghosts, and just tries to get the pills",1.0,"He's risk averse, trying to stay away from the ghosts",1.0,1.0,0.0,1.0,0.0,0.0,3.0,"He often times just stays in place, meaning the AI doesn't want to go anywhere near the ghosts location",4.0,He's trying to get the power pill and eat the blue ghosts,1.0,0.0,1.0,0.0,1.0,0.0,5.0,He either gets the power pill or eats a ghost in every clip,4.0,3.0,4.0,3.0,,,no,1.0,1.0,2.0,4.0,He seemed more aggressive; got the power pills and ate ghosts,1.0,4.0,2.0,3.0,It looked like he got more points in the videos,2.0,1.0,1.0,4.0,"He looked more aggressive, killed ghosts and got more points",4.0,2.0,4.0,3.0,,,no,20.0,62aa22da,1200.55,54.28,77.27,59.98,112.12,31.01,84.71,39.33,1.0,1.0,0.5,0.0,1.5,1.0,0,0,0
105,254,17,1177820867,3.0,2.0,,0.0,4.0,0.0,,,,,,,5.0,5,2,2.0,"I didn't notice a clear strategy on this video. It seems the AI was going after the blue ghost when there was one nearby. Otherwise, it just ate normal pills.",1.0,1.0,0.0,0.0,1.0,0.0,4.0,I came to my selection after watching the video and observing how the pacman acted. I'm not too confident on my selection since the strategy wasn't very clear to me.,2.0,The strategy of the AI was to eat pills and blue ghosts.,1.0,1.0,0.0,0.0,1.0,0.0,5.0,"I came to this conclusion after watching the video. The pacman, pills, and blue ghosts were very important to the strategy.",1.0,The strategy of the AI agent was to go after the power pills.,1.0,0.0,1.0,0.0,0.0,0.0,7.0,I came to this conclusion after watching the video. The pacman would go after the closest power pill each time.,4.0,3.0,4.0,4.0,,,No,2.0,1.0,1.0,5.0,I chose Player A because it went after power pills and blue ghosts more often than Player B. Player B went after power pills but did not chase any blue ghosts. I think I would get a better outcome with Player A.,5.0,1.0,2.0,5.0,I chose Player B because Player A missed several blue ghosts that were near. He went in the opposite direction and missed points. Player B did not miss any opportunities to eat blue ghosts when there was one near. I feel confident I would get more points with Player B.,1.0,1.0,1.0,5.0,I chose Player A because Player B missed a few opportunities to eat blue ghosts by going in the opposite direction. Player A made the most of the opportunities it had by eating power pills and chasing blue ghosts. I think I would get more points with Player A.,4.0,3.0,2.0,4.0,,,No,30.0,123ba22da,1043.72,31.31,170.59,150.74,88.83,130.79,126.57,112.21,2.0,1.0,1.5,1.0,1.5,0.0,0,1,0
106,255,17,59175996,4.0,2.0,,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,7,1,4.0,pacman ate cherry and power pill then was chasing ghosts to eat,0.0,0.0,1.0,0.0,1.0,1.0,6.0,I watched the things pacman did in the video,1.0,pacman was eating normal pills as well as chasing and eating ghosts. ,0.0,1.0,0.0,0.0,1.0,0.0,6.0,I observed pacman's behavior in the video ,1.0,pacman is eating normal pills and running away or hiding from ghosts,1.0,1.0,0.0,1.0,0.0,0.0,6.0,I watched pacman's behavior in the video,4.0,4.0,4.0,4.0,,,no comments,1.0,2.0,1.0,6.0,This pacman was doing well in the game. The other option was not doing so well.,1.0,1.0,2.0,6.0,Option B looks like they know what they are doing. Option A looks like they have no idea how to play the game.,1.0,1.0,2.0,6.0,Player B is collecting pills/points. Option A is not being very productive.,4.0,4.0,2.0,5.0,,,no comments,20.0,114fa22db,1338.33,236.8,223.69,162.29,121.97,101.81,115.6,79.64,-1.0,0.0,0.0,1.0,0.5,0.0,1,1,0
107,256,17,1346594710,3.0,2.0,,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4.0,1,1,1.0,pacman wants to consume as many pills as possible,1.0,1.0,0.0,1.0,0.0,0.0,5.0,Seems to want to eat pills without getting caught,3.0,pac-man wants to eat as many pills as possible while avoiding ghosts,1.0,1.0,0.0,1.0,0.0,0.0,6.0,"Pacman seems to emphasize eating the regular pills, not specifically going for power-pills. There isn't much concern for eating blue ghosts either, as one goes directly by pacman without chase. Also, pacman seems to stay in the same cube-like area.",2.0,To get the power pill and eat blue ghosts,1.0,0.0,1.0,0.0,1.0,0.0,5.0,Pacman goes for the power pills then chases the blue ghosts,4.0,3.0,2.0,3.0,,,,2.0,1.0,2.0,6.0,B actively seeks power pills and blue ghosts,2.0,1.0,1.0,5.0,"A seems to focus on consumption more, although they avoid blue ghosts, where as B doesn't seem as effective",1.0,2.0,1.0,5.0,B seems to avoid going for the blue ghosts,4.0,4.0,2.0,4.0,,,,30.0,122ca22dc,908.4,52.85,58.33,135.41,105.31,174.48,74.18,62.1,1.0,1.0,0.0,0.0,1.5,1.0,0,0,1
110,259,17,1512760383,3.0,1.0,,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,7,1,3.0,"pacman both avoids the normal colored ghosts, while also targeting the power pills to eat the blur ghosts. ",1.0,0.0,1.0,1.0,1.0,0.0,5.0,"One part of the video showed pacman really attempt to avoid the normal colored ghost when it get very near. He also was seen eating a blue ghost, eating a power pill and going towards another power pill, like he was targeting those.",4.0,It looks like the AI is prioritizing eating the power pills as he ate a ghost in one part and was eating a power pill in another. This would maximize the points from eating ghosts.,1.0,0.0,1.0,0.0,1.0,0.0,4.0,"I saw in the video pacman eating a ghost, and then eating another power pill.",2.0,"It looks like the strategy is to avoid the ghosts at all costs. In one part pacman doesn't attempt to eat the blue ghosts, and in another he turns around when the normal colored ghosts get close.",1.0,1.0,0.0,1.0,0.0,0.0,5.0,The video shows pacman actively avoiding the normal colored ghosts. ,4.0,4.0,3.0,4.0,,,,2.0,1.0,1.0,5.0,"Player A is good at avoiding the ghosts, but doesn't shy away from going after the blur ghosts. Player B avoids the ghosts at all times, probably losing out on points.",1.0,1.0,2.0,7.0,Player B is much better at avoiding the normal colored ghosts and seems to target the power pill to eat the blur ghosts.,18.0,7.0,2.0,5.0,Player B seems to be focusing on getting the power pill to eat the blue ghosts instead of just avoiding the ghosts at all times like player A,4.0,4.0,2.0,5.0,,,,20.0,225ea22dd,1168.22,57.73,199.27,199.53,156.88,106.2,93.51,131.38,-1.0,0.0,0.0,0.0,1.5,0.0,1,1,0
113,262,17,1033741460,3.0,1.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0,4.0,9,2,1.0,Eating power up pills and gaining points from pills and ghosts.,0.0,1.0,1.0,0.0,1.0,0.0,7.0,Pacman used pills to kill ghosts and get more points.,1.0,Pacman got the most pints by killing the ghosts,1.0,0.0,1.0,0.0,1.0,0.0,6.0,Pacman got most pints in video from ghosts.,1.0,The strategy included getting the power pills.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,the video repeatedly showed eating the power up pills. ,4.0,4.0,2.0,3.0,,,,1.0,1.0,1.0,6.0,player A collected a lot of points form pills and still killed ghosts,1.0,3.0,2.0,5.0,PLAYER B COLLECTED A LOT OF REGUALR PILLS AND STILL KILLED SOME GHOSTS,1.0,1.0,2.0,7.0,PLAYER B KILLED THE MOST GHOSTS TO GET MORE POINTS,4.0,4.0,2.0,3.0,,,,40.0,204ba22dd,674.65,56.07,94.2,55.78,96.82,56.74,75.45,84.32,1.0,1.0,0.0,1.0,1.5,0.0,1,1,0
114,263,17,2105134459,3.0,1.0,,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0,3.0,5,2,1.0,The agent was trying to get as many power pills and blue ghosts as possible.,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Every scene showed the ghost blue and/or pacman eating them.,1.0,I feel like the strategy here was to get as many regular pills as possible while the ghosts were blue and continue this method by getting power pills at the end of the ghosts blue cycle.,0.0,1.0,1.0,0.0,1.0,0.0,5.0,while the ghosts were blue pacman was getting as many pills as possible and not really going for the ghosts while they were blue.,1.0,The strategy here was to get as many power pills as possible.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,Every scene showed pacman eating power pills and only going for power pills.,4.0,3.0,2.0,4.0,,,These video clips could have been a bit longer to better understand the AI agents behavior.,1.0,1.0,1.0,6.0,Player A was doing a better job at collecting pills while eating ghosts. Player B on the other hand seemed to be avoiding the pills and the ghosts.,1.0,1.0,2.0,6.0,Player B did a better job of collecting pills and keeping the ghosts at bay by collecting power pills. Player A did a good job but I dont feel they did as good a job as Player B.,1.0,1.0,2.0,6.0,Player B did a better job of collecting pills and eating blue ghosts while Player A seemed to just avoid everything.,4.0,3.0,2.0,4.0,,,No other comments,40.0,172fa22dd,949.13,94.29,133.4,135.62,77.43,94.92,106.29,87.43,1.0,1.0,0.5,1.0,0.0,0.0,1,1,0
115,264,17,1799629507,3.0,1.0,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5.0,7,1,2.0,It tried aiming for pills to eat ghosts while running away when it was near one.,0.0,0.0,1.0,1.0,1.0,0.0,7.0,I just noticed that seemed to be specifically aiming for them.,1.0,I would think of this one as aimless with just stopping at walls and trying to eat non-blue ghosts like it didn't know it would die. I don't think it had learned to do it the right way yet so all it could do was eat normal pieces.,1.0,1.0,0.0,0.0,0.0,0.0,7.0,Just by its movements and where it tended to stop.,1.0,I just ate normal pills and ran from all ghosts.,0.0,1.0,0.0,1.0,1.0,0.0,7.0,By its actions because that was all it did.,5.0,5.0,3.0,4.0,,,No.,1.0,1.0,1.0,6.0,B seemed to get stuck more.,1.0,1.0,1.0,4.0,They both seemed to get stuck randomly and both either ate or ran from ghosts so im not sure.,1.0,1.0,1.0,5.0,A seemed to just move better and not die.,4.0,4.0,2.0,4.0,,,No.,30.0,90ca22de,1161.5,80.17,154.56,151.54,75.6,55.3,56.84,43.55,-3.0,0.0,0.0,1.0,0.5,0.0,0,1,1
116,265,17,391897227,4.0,2.0,,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4.0,10,2,1.0,It is eating the Power Pills and eating the blue ghosts. It is going along and trying to eat all the ghosts.,1.0,0.0,1.0,0.0,1.0,0.0,7.0,It is turning the ghosts blue so it can eat them and going after all of them.,2.0,It has eaten the power pill and is trying to eat the ghosts by rounding them up in the corner.,1.0,0.0,1.0,0.0,1.0,0.0,6.0,It looked like Pac-Man was trying to round up the blue ghosts to eat them.,1.0,It seems to just be eating the power pills and not really doing much else. It's not eating the blue ghosts.,1.0,0.0,1.0,0.0,1.0,0.0,5.0,"Pac-Man is just eating the power pills. It turns the ghosts blue, but it's not eating them. It's not much of a strategy.",4.0,2.0,4.0,4.0,,,This was a bit difficult. The last video didn't seem to even have a strategy. It was just eating power pills and not doing much else.,1.0,1.0,1.0,5.0,A does a better job at scoring points overall as it picks up more of the pills.,1.0,1.0,2.0,6.0,B scores more points overall by picking up my pills and the cherry.,1.0,1.0,2.0,6.0,B focuses more on eating the blue ghosts and on getting points.,4.0,2.0,4.0,4.0,,,No.,30.0,41aa22dd,752.39,38.96,81.98,110.7,65.51,81.68,67.82,65.92,1.0,1.0,1.5,1.0,1.5,0.0,1,1,0
117,266,17,2101759680,3.0,1.0,,0.0,4.0,0.0,,,,,,,5.0,10,2,1.0,"Pacman made for the power pills, then chased the blue ghosts for points. ",1.0,0.0,1.0,0.0,1.0,0.0,6.0,"Pac man focused on getting to power pills, then chasing ghosts. ",4.0,The agent seemed to move randomly with no specific strategy. ,1.0,1.0,0.0,0.0,1.0,0.0,6.0,Pacman seemed to focus on the normal pills over anything else.,1.0,"Pacman made for the power pills, but did not attempt to chase the ghosts afterwards. ",1.0,1.0,1.0,0.0,0.0,0.0,7.0,"Pac man was focused on the power pills, but seemed to ignore the ghosts. ",5.0,4.0,2.0,5.0,,,none,2.0,1.0,1.0,6.0,"Player one went for the ghosts, but player two only wanted power pellets.",1.0,1.0,2.0,6.0,"Player one seemed to happen upon ghosts, while player two seemed to have a strategy. ",1.0,1.0,2.0,6.0,Player two was after more than just power pills. ,5.0,5.0,2.0,5.0,,,none,40.0,212da22dd,785.44,34.18,92.03,169.12,88.56,63.05,92.85,54.19,1.0,1.0,1.5,1.0,1.5,0.0,1,1,0
118,267,17,70904040,5.0,1.0,,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3.0,7,2,2.0,Not sure. This one looked random- although he was putting more effort into capturing normal pills.,1.0,1.0,0.0,0.0,1.0,0.0,4.0,"I saw more ""normal"" action here.",3.0,The agent was going for the power pills and neglecting the regular pills.,0.0,0.0,1.0,0.0,0.0,0.0,5.0,Power pills were the primary focus.,1.0,All I see is power pill action here.,0.0,0.0,1.0,0.0,0.0,0.0,6.0,Every short clip showed Pacman getting a power pill.,3.0,3.0,3.0,4.0,,,no comments,1.0,1.0,1.0,5.0,A is more focussed on normal pills.,1.0,1.0,2.0,4.0,B is being more fastidious about normal pills,1.0,1.0,2.0,3.0,"They both were power pill chasers, and B was less so than A.",4.0,3.0,3.0,4.0,,,no comments,40.0,111fa22de,1245.43,24.34,147.98,270.64,75.11,306.09,85.47,101.43,1.0,1.0,1.5,1.0,-0.5,0.0,1,1,0
119,268,17,153642576,3.0,1.0,,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,5.0,7,1,4.0,It seems that the AI is prioritizing gathering normal pills and is avoiding nearby ghosts when they aren't vulnerable to Pacman.  There doesn't seem to be any specific preference for utilizing the power pills or chasing down the ghosts.,1.0,1.0,0.0,1.0,0.0,0.0,4.0,"They seem mostly focused on collecting the pills, so those would be the main point.  They also avoid the ghosts, making both Pacman and the ghosts positions important.",7.0,"I would guess the AI is prioritizing eating the ghosts over anything else in this case.  There seems to be some focus on going towards the power pills, as well as catching the ghosts when they are blue, but the AI also seems a bit lost when there's no way to go towards either of those goals.",0.0,0.0,1.0,0.0,1.0,0.0,3.0,"As described before, I believe the AI was first and foremost trying to catch the vulnerable blue ghosts.  As such, their priority would be to either eat the ghosts when they can, or get to a power pill to enable them to eat the ghosts.",5.0,"As far as I can tell the AI is strongly prioritizing picking up the power pills, with no real regard for the regular pills nor eating vulnerable ghosts afterwards.  ",0.0,0.0,1.0,0.0,0.0,0.0,6.0,"The power pills seem to be the only thing that matters to this AI.  They make direct paths to them, ignore eating the vulnerable ghosts, don't gather any normal pills other than what's in their way, and seem to become basically unresponsive when there are no more power pills available.",4.0,3.0,2.0,3.0,,,,2.0,1.0,1.0,7.0,"A seems to have a decent grasp of avoiding ghosts while collecting everything, where as B focuses solely on power pills and doesn't seem to go after any additional points.",10.0,7.0,2.0,6.0,"B seems to have a better method for avoiding the ghosts and continuously collecting, where as A seems fairly likely to get stuck or make the wrong choice in direction at poor times.",4.0,6.0,2.0,5.0,"While B is somewhat clumsy, they seem more likely to collect more of the pills on a given level.  A seems to only prioritize the power pills and nothing else, to the point of becoming unresponsive afterwards.",4.0,3.0,2.0,3.0,,,,40.0,45aa22df,1450.04,116.5,200.16,275.56,217.28,92.86,133.45,155.98,1.0,1.0,0.0,0.0,0.5,0.0,1,1,0
120,269,17,2039935304,7.0,1.0,,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2.0,2,1,2.0,"This PACMAN was all over the playing board and ate one power pill in the lower right-hand corner
",1.0,0.0,1.0,0.0,0.0,0.0,5.0,"from watching the activities of the PACMAN on the playboard
",3.0,"This PACMAN seemed to wondering around eating normal pills with no particular larger objective such as going after a power pill or a ghost.

",1.0,1.0,0.0,0.0,0.0,0.0,5.0,"from watching the activities of the PACMAN on the playboard
",3.0,"Pacman ate a number of pills and at least one power pill
",0.0,0.0,1.0,0.0,0.0,0.0,5.0,By watching the path and activity of PACMAN as it moved along...,3.0,3.0,4.0,3.0,,,I did not see any PACMAN go after a ghost or the benefits of eating a power pill and then a ghost. This was an interesting study! ,1.0,1.0,1.0,5.0,"Chose Player A because it appeared to get to and eat a power pill somewhat sooner than Player B. 
",1.0,1.0,2.0,5.0,"Player B because its strategy involved eating a power pill which could lead to eating a ghost and collecting even more points.
",1.0,1.0,1.0,6.0,S;elected Player A because it's strategy involved eating a power pill. ,4.0,3.0,3.0,4.0,,,Strategies appeared to be almost the same except in last pair of videos one PACMAN got to and ate a power pill quicker than the other...,30.0,218aa22e0,1843.29,112.18,138.37,247.61,279.74,111.31,124.21,157.74,1.0,1.0,0.5,0.0,0.5,0.0,0,1,0
121,270,17,1322916604,4.0,2.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,6,2,1.0,Move all over the board and cover as much ground as possible...get a variety of things and points.,0.0,1.0,1.0,0.0,1.0,0.0,7.0,This one looked like a normal person playing. It was covering as much ground as possible and using the power pills to their advantage and actively going after Blue Ghosts.,1.0,"This strategy is just collecting normal pills in any random order.  They aren't going out of their way to collect blue ghosts, but if they are there they will eat them.",0.0,1.0,0.0,0.0,1.0,0.0,7.0,"It seemed like Pacman was just interested in Normal Pills and only eating the Blue Ghosts when they were in the same line as the normal pills.  There wasn't any ""going out of the way"" for blue ghosts or other things.",2.0,It looks like the goal of this one is to just eat as many power pills as they can without eating ghosts or normal pills.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,All the pacman was doing was eating power pills and nothing else.,4.0,4.0,2.0,4.0,,,,1.0,1.0,1.0,7.0,Player B just wasn't trying to do anything productive. Player A was definitely more into it and scoring points.,1.0,1.0,2.0,5.0,Player B was shown to be getting more accomplished in the clips than Player A was.,2.0,3.0,2.0,3.0,"While Player A had more power pills, I'm not confident they used their time to get Blue Ghosts. Player B looks like it had the potential to get more Blue Ghosts but those scenes cut off too quickly for me to be sure.",3.0,3.0,2.0,3.0,,,,40.0,233da22e0,1342.22,67.15,118.23,159.26,216.73,97.48,89.37,216.91,1.0,1.0,0.0,1.0,0.5,0.0,1,1,0
122,271,17,1360625841,5.0,1.0,,0.0,4.0,0.0,,,,,,,4.0,8,2,3.0,"It looks like it likes to hang out around the edges of the map, and corners, and clear dots, and wait for ghosts to come in and eats them. I'd guess it would try the dots closer to the center, after it's finished with the edges.",1.0,0.0,1.0,0.0,1.0,0.0,5.0,"Well it seems to place importance on waiting for the ghosts to come to the corners and eating the power pills to turn them blue as the main part of its strategy. Of course, pac-man itself is important as well since it's the character performing all the actions.",1.0,"This Pacman doesn't seem to particularly care what area of the board it clears, it just tries to clear it. It also doesn't care too much about the ghosts, though it eats them if they're convenient targets. ",1.0,1.0,0.0,0.0,1.0,0.0,5.0,"This pacman is mostly about clearing the board however it can, but it will eat the ghosts if its convenient.",1.0,"This one also seems to stick to the edges of the map, but it's concentrating on clearing the pills, it doesn't really seem to care too much about the ghosts or eating them.",1.0,1.0,0.0,1.0,0.0,0.0,6.0,"Pacman is of course the main agent performing actions. This Pacman cares about clearing out pills, it doesn't really seek out the ghosts once they're edible, and presumably avoids them when they aren't. I only saw blue (edible) ghosts, but the Pacman didn't chase them and eat them.",4.0,2.0,3.0,4.0,,,Not really.,1.0,1.0,2.0,6.0,"It also looks like this one managed to eat more pills, and specifically, more of the power pills, so it should score more points.",2.0,2.0,1.0,6.0,"It looks like it's cleared a bit more of the board, specifically, the power pills (which are worth more points).",1.0,1.0,2.0,5.0,"It looks like it has cleared a bit more of the board, though I think they've eaten the same amount of power pills.",3.0,2.0,2.0,4.0,,,No.,30.0,128fa22f7,1056.99,36.51,225.51,122.79,173.94,101.23,145.96,81.68,-1.0,0.0,1.5,1.0,1.5,0.0,1,0,1
123,272,17,1634361010,3.0,1.0,,0.0,4.0,0.0,,,,,,,4.0,10,2,6.0,get the power pills and eat all the ghost to earn many points,1.0,0.0,1.0,0.0,1.0,0.0,5.0,pacman is required to get power pills to turn ghosts to blue so he can eat them to earn large points,1.0,"once pacman eats a pill, he scare the blue ghost to a location near other pills so he can eat the ghosts and get the next pill, so he can repeat and do it to other ghosts",1.0,0.0,1.0,0.0,1.0,0.0,6.0,pacman used to chase ghosts once it eat the pill,3.0,"gather power pills while trying to get all the ghost in one location, so pacman can try to eat them all together",1.0,0.0,1.0,0.0,1.0,0.0,5.0,"with pill, ghost turns blue and will try to run away from pacman, which allows him to try get the ghosts together in one location",3.0,4.0,3.0,5.0,,,no,3.0,1.0,2.0,4.0,"player a is just get power pill and eat the closest ghost, whereas player b increase chance to eat all of the ghost and get higher point",1.0,1.0,1.0,6.0,"The strategy used by player a is more safe, as they can get the ghost close to the next pill so he can eat them and refresh the duration of the power up and go after the next ghost. Whereas, player b there is a risk the power up runs out because one of the ghost decide to go further away from other ghosts.",1.0,1.0,2.0,6.0,"Player B has higher chance to get the ghost to go where they want them to, as the blue ghost will 100% run away from pacman. Whereas, player a will have harder time get the ghost together, because they can go random ways when not being chased by pacman.",4.0,3.0,4.0,5.0,,,no,30.0,150fa2365,1377.19,40.41,236.68,139.51,264.59,126.18,169.34,193.17,1.0,1.0,1.5,1.0,1.5,0.0,1,0,1
124,273,17,33748036,5.0,1.0,,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0,2.0,9,2,8.0,This AI agent has Pacman eat  a power pill and then eat ghosts.,0.0,0.0,1.0,0.0,1.0,0.0,7.0,The scenes in the video mostly showed Pacman eating ghosts or power pills. He can't eat the ghost unless he has eaten a power pill first.  A lot of the normal pills are left on the board.,8.0,"Again the AI agent eats power pills and then ghosts, but it doesn't seem to be the priority.   It doesn't chase down the ghosts but eats them when they cross Pacman's path.  similarly, t  eats a significant number of normal pills and the power pills only when it gets to them instead of going for the power pills right away.",0.0,1.0,1.0,0.0,1.0,0.0,5.0,This one was harder to decide about. It seemed a lot like the last agent but I thought there was less emphasis on chasing the ghosts down or heading straight for the power pills like the first agent did.,4.0,The AI agent has Pacman eat a power pill and then immediately change direction.,1.0,0.0,1.0,0.0,0.0,0.0,7.0,Every scene in the video showed Pacman eat a power pill and then turn around.,4.0,3.0,2.0,4.0,,,it seemed easy until I got to the third one and there didn't seem to be a whole of difference.,1.0,1.0,1.0,7.0,Player B needs to eat more of the regular pills and ghosts.  It wastes the power pills.,4.0,3.0,1.0,2.0,The more I watched the less I could tell the difference between these two.  I see now that player A ate more ghosts than I thought before.  Maybe it's better that he waits to eat them closer to when they change back.,1.0,1.0,2.0,7.0,Player A is only concerned with the power pills and basically wastes them.  Thus I prefer B.,4.0,2.0,2.0,3.0,,,"It was easy to choose between the one agent and the other two, but it was hard to tell between the better 2.",50.0,62da2367,2928.2,213.2,408.7,642.11,346.93,80.16,293.6,102.28,2.0,1.0,0.5,1.0,0.0,0.0,1,1,1
125,274,17,1781403286,7.0,1.0,,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5.0,7,2,2.0,the AI was more concerned about attacking thee blue Ghost,1.0,0.0,1.0,0.0,1.0,0.0,6.0,it was obvious the AI laid more emphasis on eating the blue Ghost,2.0,The AI was more concerned about getting as much pills as possible.,1.0,1.0,1.0,0.0,0.0,0.0,4.0,it was obvious the AI laid emphasis on more pills.,4.0,the AI was trying to get power pills so as to eat up the ghost.,1.0,0.0,1.0,0.0,1.0,0.0,6.0,the strategy of the AI was obviously trying to eat up more power pill so as to eat up the blue Ghost,4.0,4.0,2.0,4.0,,,none,3.0,1.0,1.0,5.0,player A is more Radical in approach.,1.0,1.0,2.0,5.0,i prefer B because the strategy is more aggressive.,1.0,2.0,2.0,5.0,Player B is more aggressive and radical in approach.,4.0,4.0,2.0,4.0,,,,30.0,194aa236a,1614.45,90.71,147.81,165.48,238.69,163.92,197.32,165.02,1.0,1.0,1.5,1.0,0.0,0.0,1,1,0
